"country","year","warstns","ln_popns","ln_gdpen","pt8","dlang","drace","drel","ef","ef2","ehet","elfo","elfo2","numlang","plural","plurrel","relfrac","etdo4590","second","auto4","dem","dem4","exrec","mirps2","mirps3","parcomp","parreg","part","pol4","pol4m","polcomp","reg","sip2","xconst","anoc","mirps0","mirps1","partfree","pol4sq","ager","autch98","demch98","durable","inst3","nwstate","p4mchg","polch98","proxregc","incumb","inst","major","presi","autonomy","centpol3","fedpol3","semipol3","avgnabo","nmdgdp","nmdp4_alt","regd4_alt","geo1","geo2","geo34","geo57","geo69","geo8","nat_war","tnatwar","gdpgrowth","expgdp","trade","illiteracy","infant","life","pri","seceduc","agexp","fuelexp","manuexp","oil","sxpnew","sxpsq","lmtnest","ncontig","popdense","army85","milper","decade1","decade2","decade3","decade4","coldwar","warhist"
"Albania",1968,0,14.5181131362915,0.0944006517529488,0.00851959166144733,10,0,30,0.0966000035405159,0.00933156069368124,40,30.813159817323,2674.63040355088,6,0.949999988079071,70,0.46000000834465,0.776431725389511,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,-0.21206079653615,81,56,0.612262388073179,0.67201376810252,21,0,0,0,0.47224003496874,2.27373675443232e-13,0,0,-0.554945915963603,0.323279647757963,0,1,0,0,0.511393427848816,1.14171159267426,-7,-7,0,1,0,0,0,0,0,0,-0.114941757445271,42.3505812739418,29.021075780666,36.6914132436708,60.242885150806,63.6463161908866,40.4466324325708,84.7055322255121,17.0915761379247,11.1277503253217,23.1462573682222,0,0.117205551942458,0.0300879439345315,2.27052307128906,0,153.331261437335,-201499.178475225,-13.2033615077439,1,0,0,0,1,0
"Albania",1969,0,14.5478782653809,0.274596810340881,0.0078125,10,0,30,0.0966000035405159,0.00933156069368124,40,25.0798300954921,319.986132300086,6,0.949999988079071,70,0.46000000834465,0.651456271266299,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,-0.100549126512154,81,57,0.374159368873205,-0.511815912351091,22,0,0,0,-0.460888723815473,5.6843418860808e-14,0,0,-0.0497813634573635,0.0620935514563356,0,1,0,0,0.511393427848816,1.26006996631622,-7,-7,0,1,0,0,0,0,0,0,-0.00674571459127214,24.4918174459661,76.1376004782564,53.0553613593042,143.302120973309,49.8937341715184,50.6226032063294,39.7085042533289,16.7981137173069,-17.1230717765839,47.9437277155957,0,0.160428024742499,0.0337301840570664,2.27052307128906,0,198.000753395013,438868.560808271,583.529250548381,1,0,0,0,1,0
"Albania",1970,0,14.5744457244873,0.34429869055748,0.00716409408753649,10,0,30,0.0966000035405159,0.00933156069368124,40,47.2726894224378,3094.48056780311,6,0.949999988079071,70,0.46000000834465,0.211214012645878,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,-0.150171602886683,81,58,0.549244234050147,-0.708620883272531,23,0,0,0,-1.51525379014605,1.4210854715202e-14,0,0,0.326404762392061,0.191728700745813,0,1,0,0,0.511393427848816,1.31689774990082,-7,-7,0,1,0,0,0,0,0,0,0.10368373896609,32.712660276652,126.274780752454,40.5212184349313,75.1517076983092,62.6961339059087,83.428336267196,59.0550984215775,11.5046394611179,0.405574698371485,53.8661209975653,0,0.105933676636432,0.0404598428040011,2.27052307128906,0,150.494270611257,51019.4859107626,502.154261387865,0,1,0,0,1,0
"Albania",1971,0,14.5984983444214,-0.0418642126023769,0.00656950324416964,10,0,30,0.0966000035405159,0.00933156069368124,40,25.7532954014668,894.273507763839,6,0.949999988079071,70,0.46000000834465,0.638576626663152,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,0.165492083829445,81,59,0.363786362951073,-0.0208095662146661,24,0,0,0,-0.942212081997982,3.5527136788005e-15,0,0,0.102589508779552,0.0704365101793447,0,1,0,0,0.511393427848816,1.40198266506195,-7,-7,0,1,0,0,0,0,0,0,0.0680139294121523,48.8078161271452,56.5176326784345,47.2480010986328,113.742922891324,53.1890100400074,34.786784227458,21.0523643097023,13.7310171368123,12.1325852929473,52.8782241896367,0,0.317907444816974,0.179468133743424,2.27052307128906,0,451.334412766091,-146593.973396733,-58.5968274377008,0,1,0,0,1,0
"Albania",1972,0,14.6224327087402,0.027615163475275,0.00602426103674977,10,0,30,0.0966000035405159,0.00933156069368124,40,9.73366624339851,901.096358825479,6,0.949999988079071,70,0.46000000834465,-0.0988467809498259,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,0.5449962254034,81,60,0.113699547450316,-0.348039702437643,25,0,0,0,-0.75600630571695,8.88178419700125e-16,0,0,-0.0096536263031182,-0.225084887014605,0,1,0,0,0.511393427848816,1.42350769042969,-7,-7,0,1,0,0,0,0,0,0,-0.0849252420837597,59.9729488408392,129.644977518319,45.6020011901855,89.8891789218067,62.5598149609726,81.3697910794951,44.9543374146472,3.54823773601186,-8.42396195753419,28.5067188531851,0,0.367443182741466,0.146556480510127,2.27052307128906,0,488.603828782653,-134574.399269705,-114.244056415214,0,1,0,0,1,0
"Albania",1973,0,14.6471147537231,0.0889262557029724,0.0055242717280199,10,0,30,0.0966000035405159,0.00933156069368124,40,19.0390421600075,421.799472822491,6,0.949999988079071,70,0.46000000834465,0.448436308841957,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,0.212371554984907,81,61,0.0125664292832295,-0.0100995136694037,26,0,0,0,-0.0372699763059646,2.22044604925031e-16,0,0,-0.206922016285934,0.181195725641944,0,1,0,0,0.511393427848816,1.47505760192871,-7,-7,0,1,0,0,0,0,0,0,-0.00819705151927921,45.4580614055979,135.575293492322,44.1879997253418,94.2848907538209,58.3057679488875,84.0829422362792,39.397321013888,13.2288334453907,-7.5244820531993,57.2640300677849,0,0.272739554965925,0.14373567950999,2.27052307128906,0,451.426935852077,283304.79779244,499.267764096353,0,1,0,0,1,0
"Albania",1974,0,14.6695003509521,0.121332243084908,0.00506577951035551,10,0,30,0.0966000035405159,0.00933156069368124,40,53.9649121464184,3377.2105834169,6,0.949999988079071,70,0.46000000834465,0.109182756677345,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,0.0594621639157367,81,62,0.0364486269175325,0.137868445050261,27,0,0,0,-0.216174705032033,5.55111512312578e-17,0,0,-0.118446723669282,-0.128875900660126,0,1,0,0,0.511393427848816,1.54209661483765,-7,-7,0,1,0,0,0,0,0,0,0.0283366763945031,50.5786868545133,53.4043760992182,42.6389999389648,127.250399824827,57.1273473347589,97.2430769394723,76.1277015358649,-6.92453034559883,-9.42344581720585,57.4721971577804,0,0.237245824479822,0.162880094150613,2.27052307128906,0,-202.704778307176,245757.211355069,201.222274732324,0,1,0,0,1,0
"Albania",1975,0,14.6918125152588,0.223943263292313,0.00464534029297938,10,0,30,0.0966000035405159,0.00933156069368124,40,51.1398185740389,3138.79231102013,6,0.949999988079071,70,0.46000000834465,0.506381424821388,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,0.440036673223057,81,63,0.748293209119674,0.104970544811884,28,0,0,0,-0.316164884522711,1.38777878078145e-17,0,0,-0.133881301420835,0.0684622431535468,0,1,0,0,0.665531575679779,1.55974316596985,-3,-7,0,1,0,0,0,0,0,0,-0.0874049277262619,51.5059104433583,117.853828336704,41.1440010070801,122.639887181203,53.7535704781739,67.4580178914626,45.4629566448426,25.8287770658526,20.3508400964575,13.2711293302683,0,0.383199788920162,0.163424012371608,2.27052307128906,0,204.073764460583,-219799.314849179,-109.668780332444,0,1,0,0,1,0
"Albania",1976,0,14.7140445709229,0.298622041940689,0.00425979583072366,10,0,30,0.0966000035405159,0.00933156069368124,40,41.1099955806749,3026.79982118781,6,0.949999988079071,70,0.46000000834465,-0.130785702444063,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,0.5335774465277,81,64,-0.0798176579598867,0.141952464728891,29,0,0,0,0.432103602832982,3.46944695195361e-18,0,0,-0.425562742814164,0.154197182252021,0,1,0,0,0.741596877574921,1.57614374160767,0.5,-7,0,1,0,0,0,0,0,0,0.0813111562362122,22.3900401148002,139.550274615146,39.7000007629395,102.898630085342,58.9917889310413,46.9336305868216,59.6033846439354,15.1170841094117,8.95169127637804,54.1479171153144,0,0.142588272513503,0.0629369376206023,2.27052307128906,0,241.733879130501,-180526.903497904,-170.802736382174,0,1,0,0,1,0
"Albania",1977,0,14.73499584198,0.34145975112915,0.00390625,10,0,30,0.0966000035405159,0.00933156069368124,40,47.749572963415,2850.78408652399,6,0.949999988079071,70,0.46000000834465,0.650283279746573,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,-0.454645294319298,81,65,0.598595644509476,-0.367566607685662,30,0,0,0,-0.876002843285579,8.67361737988404e-19,0,0,-0.0651045777272379,-0.200561515857538,0,1,0,0,0.741596877574921,1.64688754081726,0.5,-7,0,1,0,0,0,0,0,0,0.0791104078571447,40.352926285745,63.5505078053138,38.3600006103516,107.946870645415,52.5461740672708,71.9224111459225,32.0491501003892,19.7706567791837,7.76350666247037,41.6914632301253,0,0.244265234823386,0.0891830739213862,2.27052307128906,0,189.112298102361,349518.316174147,510.177211262481,0,1,0,0,1,0
"Albania",1978,0,14.7566890716553,0.387301176786423,0.00358204704376825,10,0,30,0.0966000035405159,0.00933156069368124,40,25.3854582961496,2739.99399938389,6,0.949999988079071,70,0.46000000834465,0.488443377870727,0.0299999993294477,9,0,0,3,1,0,1,4,1,-9,-9,1,1,0,1,0,0,0,0.414896062095826,81,66,0.265501383258908,-0.21148204602304,31,0,0,0,-0.550867317172227,2.16840434497101e-19,0,0,-0.304782206734974,-0.378714133105379,0,1,0,0,0.741596877574921,1.70897793769836,0.5,-7,0,1,0,0,0,0,0,0,-0.020382023921003,27.9978638011424,98.5840501430991,36.7369995117188,105.373372486862,53.6847057886388,67.2854256307834,67.8039284400667,8.88956930106187,0.129186502307494,54.2388257999364,0,0.151493064907054,0.0851504319325764,2.27052307128906,0,56.795954302475,-423309.632089777,-10.780969969338,0,1,0,0,1,0
