"country","year","warstns","ln_popns","ln_gdpen","pt8","dlang","drace","drel","ef","ef2","ehet","elfo","elfo2","numlang","plural","plurrel","relfrac","etdo4590","second","auto4","dem","dem4","exrec","mirps2","mirps3","parcomp","parreg","part","pol4","pol4m","polcomp","reg","sip2","xconst","anoc","mirps0","mirps1","partfree","pol4sq","ager","autch98","demch98","durable","inst3","nwstate","p4mchg","polch98","proxregc","incumb","inst","major","presi","autonomy","centpol3","fedpol3","semipol3","avgnabo","nmdgdp","nmdp4_alt","regd4_alt","geo1","geo2","geo34","geo57","geo69","geo8","nat_war","tnatwar","gdpgrowth","expgdp","trade","illiteracy","infant","life","pri","seceduc","agexp","fuelexp","manuexp","oil","sxpnew","sxpsq","lmtnest","ncontig","popdense","army85","milper","decade1","decade2","decade3","decade4","coldwar","warhist"
"Finland",1984,0,15.401065826416,2.46351289749146,0.00301213051837488,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.975308477878571,7,0,0,0,0,100,40,0,0,39,0,0,0,0,3.30872245021211e-24,0,2,0,0,0,1,0,0,0.482718706130981,2.37237882614136,10,10,1,0,0,0,0,0,0,0,0.0286813993006945,30.4612903594971,60.4167098999023,18.6916965626626,7.59999990463257,73.8536987304688,96,99.6999969482422,12.9766101837158,5.16458797454834,74.5613098144531,0,0.0651423037052155,0.00424351962283254,0.157003700733185,0,99.8854827880859,40000,40,0,0,1,0,1,0
"Finland",1985,0,15.4051542282104,2.48914766311646,0.00276213586400995,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.975308477878571,7,0,0,0,0,100,41,0,0,40,0,0,0,0,8.27180612553028e-25,0,2,0,0,0,1,0,0,0.482718706130981,2.40040993690491,10,10,1,0,0,0,0,0,0,0,0.0268331002444029,30.922830581665,59.201831817627,21.2067164689316,7.59999990463257,73.8536987304688,96,99.6999969482422,13.5343503952026,5.50682878494263,73.6461029052734,0,0.0699962973594666,0.00489948177710176,0.157003700733185,0,100.290901184082,40000,40,0,0,1,0,1,0
"Finland",1986,0,15.4084129333496,2.50642347335815,0.00253288975517775,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.975308477878571,7,0,0,0,0,100,42,0,0,41,0,0,0,0,2.06795153138257e-25,0,2,0,0,0,1,0,0,0.482718706130981,2.42578268051147,10,10,1,0,0,0,0,0,0,0,0.0215704999864101,29.5614395141602,58.0991401672363,19.1625664335295,6.30000019073486,74.6024017333984,102,105.699996948242,11.9408197402954,4.29102420806885,76.9200973510742,0,0.0581284984946251,0.00337892235256732,0.157003700733185,0,100.698097229004,40000,40,0,0,1,0,1,0
"Finland",1987,0,15.4114580154419,2.5439612865448,0.00232267014648969,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.975308477878571,7,0,0,0,0,100,43,0,0,42,0,0,0,0,5.16987882845642e-26,0,2,0,0,0,1,0,0,0.482718706130981,2.44267988204956,10,10,1,0,0,0,0,0,0,0,0.0389905981719494,26.9396095275879,52.2634201049805,-3.08336273304059,6.30000019073486,74.6024017333984,102,105.699996948242,11.3425703048706,2.42190289497375,80.7365570068359,0,0.0448025017976761,0.00200726417824626,0.157003700733185,0,101.127098083496,40000,-274.933312084757,0,0,1,0,1,0
"Finland",1988,0,15.4151000976562,2.59353685379028,0.00212989791536183,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.973624289035797,7,0,0,0,0,100,44,0,0,43,0,0,0,0,1.29246970711411e-26,0,2,0,0,0,1,0,0,0.47820770740509,2.46137070655823,10,10,1,0,0,0,0,0,0,0,0.0435350984334946,25.8618907928467,51.1362190246582,-6.69527408126387,6.30000019073486,74.6024017333984,102,105.699996948242,12.3646097183228,2.21783900260925,80.2587890625,0,0.0448219999670982,0.00200901157222688,0.157003700733185,0,101.588798522949,40000,169.261760293206,0,0,1,0,1,0
"Finland",1989,0,15.4173192977905,2.65514159202576,0.001953125,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.971720278263092,7,0,0,0,0,100,45,0,0,44,0,0,0,0,3.23117426778526e-27,0,2,0,0,0,1,0,0,0.473111987113953,2.47205305099487,10,10,1,0,0,0,0,0,0,0,0.0490658991038799,25.0379295349121,50.3328094482422,5.3128099562757,6.30000019073486,74.6024017333984,102,105.699996948242,11.9036502838135,1.70445203781128,80.763801574707,0,0.0400369986891747,0.00160296121612191,0.157003700733185,0,102.592300415039,40000,417.05673104243,0,0,1,0,1,0
"Finland",1990,0,15.4221448898315,2.64326286315918,0.00179102352188412,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.971720278263092,7,0,0,0,0,100,46,0,0,45,0,0,0,0,8.07793566946316e-28,0,2,0,0,0,1,0,0,0.397105395793915,2.46858859062195,10,10,1,0,0,0,0,0,0,0,-0.00449639977887273,23.963550567627,49.8355293273926,7.93622171719685,6.30000019073486,74.6024017333984,102,105.699996948242,11.4473104476929,0.938076972961426,81.2603378295898,0,0.0383865982294083,0.00147353089414537,0.157003700733185,0,103.135803222656,40000,147.760340687973,0,0,0,1,1,0
"Finland",1991,0,15.4277448654175,2.53868436813354,0.00164237581104241,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.971720278263092,7,0,0,0,0,100,47,0,0,46,0,0,0,0,2.01948391736579e-28,0,2,0,0,0,1,0,0,0.397105395793915,2.25454950332642,10,10,1,0,0,0,0,0,0,0,-0.067799799144268,23.0541496276855,47.6161689758301,-7.86097950319101,5.59999990463257,75.4123992919922,99,116.400001525879,9.57843208312988,1.46886694431305,82.9606475830078,0,0.0337474010884762,0.00113888713531196,0.157003700733185,0,103.717498779297,40000,-29.8581305854837,0,0,0,1,0,0
"Finland",1992,0,15.433313369751,2.4849066734314,0.00150606525918744,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.969269275665283,7,0,0,0,0,100,48,0,0,47,0,0,0,0,5.04870979341448e-29,0,2,0,0,0,1,0,0,0.26327520608902,2.16031408309937,8,10,1,0,0,0,0,0,0,0,-0.038587000221014,22.264440536499,45.1671295166016,16.8461141237709,5.59999990463257,75.4123992919922,99,116.400001525879,8.67919921875,3.04746103286743,82.3420867919922,0,0.0335396006703377,0.00112490484025329,0.157003700733185,0,104.297401428223,40000,-215.770207725241,0,0,0,1,0,0
"Finland",1993,0,15.4380617141724,2.46860694885254,0.00138106793200498,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.969269275665283,7,0,0,0,0,100,49,0,0,48,0,0,0,0,1.26217744835362e-29,0,2,0,0,0,1,0,0,0.26327520608902,2.11871743202209,8,10,1,0,0,0,0,0,0,0,-0.016168000176549,26.9039306640625,52.4667701721191,20.5143684575026,5.59999990463257,75.4123992919922,99,116.400001525879,8.25716972351074,3.25782108306885,82.1787872314453,0,0.0393255986273289,0.00154650269541889,0.157003700733185,0,104.830001831055,40000,43.485916877343,0,0,0,1,0,0
"Finland",1994,0,15.4425916671753,2.50286197662354,0.00126644487758888,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.969269275665283,7,0,0,0,0,100,50,0,0,49,0,0,0,0,3.15544362088405e-30,0,2,0,0,0,1,0,0,0.26327520608902,2.10363340377808,8,10,1,0,0,0,0,0,0,0,0.0348481014370918,33.0512008666992,60.7151412963867,2.36499042453629,5.59999990463257,75.4123992919922,99,116.400001525879,8.10080432891846,2.71645593643188,82.5525970458984,0,0.048385601490736,0.00234116637147963,0.157003700733185,0,105.304496765137,40000,318.457094230721,0,0,0,1,0,0
"Finland",1995,0,15.4463186264038,2.53652620315552,0.00116133507324484,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.969393789768219,7,0,0,0,0,100,51,0,0,50,0,0,0,0,7.88860905221012e-31,0,2,0,0,0,1,0,0,0.263561189174652,2.12212443351746,8,10,1,0,0,0,0,0,1,1,0.0342377983033657,35.7207107543945,65.0838012695312,2.54765522822133,5.59999990463257,75.4123992919922,99,116.400001525879,9.29085445404053,2.24650406837463,81.7996215820312,0,0.055240198969841,0.00305147957988083,0.157003700733185,0,105.695297241211,40000,-110.577209273884,0,0,0,1,0,0
"Finland",1996,0,15.4496412277222,2.57251524925232,0.00106494895768092,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.969456017017365,7,0,0,0,0,100,52,0,0,51,0,0,0,0,1.97215226305253e-31,0,2,0,0,0,0.712069035892224,0.262280604177899,-0.128200581644055,0.263704001903534,2.13937783241272,8,10,1,0,0,0,0,0,1,1,0.0366442985832691,37.6897506713867,66.9843215942383,8.30017634739868,3.90000009536743,76.8634033203125,100,115.900001525879,8.34272861480713,1.88691699504852,83.3920669555664,0,0.0505312010645866,0.00255340221337974,0.157003700733185,0,106.11710357666,40000,7.84337379134973,0,0,0,1,0,0
"Finland",1997,0,15.4525327682495,2.63064122200012,0.0009765625,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.969456017017365,7,0,0,0,0,100,53,0,0,52,0,0,0,0,4.93038065763132e-32,0,2,0,0,0,0.976582492479845,0.162880746083045,-0.0553671293946747,0.263704001903534,2.18434238433838,8,10,1,0,0,0,0,0,1,1,0.0598480999469757,37.698860168457,67.3588485717773,18.8191343115689,3.90000009536743,76.8634033203125,100,115.900001525879,7.05531406402588,3.06459307670593,83.3493804931641,0,0.0523659996688366,0.00274219783023,0.157003700733185,0,245.148983980167,40000,-114.704343248964,0,0,0,1,0,0
"Finland",1998,0,15.4555244445801,2.68140435218811,0.000895511760942062,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.969456017017365,7,0,0,0,0,100,54,0,0,53,0,0,0,0,1.23259516440783e-32,0,2,0,0,0,0.784841030198809,0.0569811631136403,0.216627458846267,0.263704001903534,2.19616198539734,8,10,1,0,0,0,0,0,0,0,0.0506597012281418,55.9813880355328,91.2206942837524,-7.0367683847638,3.90000009536743,76.8634033203125,100,115.900001525879,7.32273292541504,2.34003090858459,83.4073715209961,0,0.246568501662519,0.0642822636734776,0.157003700733185,0,336.30838483167,40000,-200.451579057975,0,0,0,1,0,0
"Finland",1999,0,15.4585161209106,2.71824812889099,0.000821187905521206,7,0,0,0.131500005722046,0.0172922518104315,7,16,256,3,0.930000007152557,89,0.207599997520447,0,0.0599999986588955,0,1,10,8,0,1,5,5,4,10,10,10,0,0.969456017017365,7,0,0,0,0,100,55,0,0,54,0,0,0,0,3.08148791101958e-33,0,2,0,0,0,1.1436778282535,0.0778473993972088,-0.284700266656116,0.263704001903534,2.21334862709045,8,10,1,0,0,0,0,0,0,0,0.0392228998243809,53.1416569214444,82.5363332962026,14.5703241071923,3.90000009536743,76.8634033203125,100,115.900001525879,4.54323478994826,-5.49700154068942,64.5711121705304,0,0.126081399645116,-0.0176637123889214,0.157003700733185,0,436.052325387114,40000,282.468962886687,0,0,0,1,0,0
"France",1960,0,17.6372585296631,1.76181554794312,0.000410593952760603,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,1,0,6,8,0,0,5,5,4,5,5,10,0,0.679235994815826,3,1,1,0,0.795144783418573,25,85,-0.333267416076624,-0.276189664554919,1,1,0,0,0.198183698557571,0.25,0,2,-0.087658969262732,0.559189728824407,0,1,0,0,0.965372800827026,1.7342187166214,10,10,1,0,0,0,0,0,0,0,0.0630417019128799,18.6481396581511,85.7147785118609,9.40832358280558,60.1086933650969,69.1514150196047,130.280797662061,70.3951495023714,15.2099503522026,-1.68883248671231,69.9860300109767,0,-0.00312739712267199,-0.0594423725569255,2.44234704971313,1,458.740892875414,215657.94632658,-50.2105901744235,1,0,0,0,1,0.204818397678156
"France",1961,0,17.6476898193359,1.80615532398224,0.000376516314796861,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,1,0,6,8,0,0,5,5,4,5,5,10,0,0.679235994815826,3,1,1,0,0,25,86,-0.19458176350229,-0.274047789198825,2,0,0,0,0.161529875816135,0.0625,0,2,0,1,0,1,0,0,0.965372800827026,1.7940936088562,10,10,1,0,0,0,0,0,0,0,0.0441154018044472,14.4945402145386,26.919620513916,9.76623631715215,29.1064845180134,70.9658966064453,144,46,12.9561334832852,-1.00632666754618,75.8637322488042,0,0.075395361210696,0.0682127993647971,2.44234704971313,1,83.9174728393555,563000,1025,1,0,0,0,1,0
"France",1962,0,17.6656150817871,1.85645425319672,0.000345266983001244,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,1,0,6,8,0,0,5,5,4,5,5,10,0,0.679235994815826,3,1,1,0,0,25,87,0,0,3,0,0,0,0,0.015625,0,2,0,1,0,1,0,0,0.965372800827026,1.83511590957642,10,10,1,0,0,0,0,0,0,0,0.0477663986384869,14.0141897201538,26.2115497589111,8.07538879224255,42.4200894333045,70.9658966064453,144,46,-0.130823184133844,-5.95765164743081,20.2332128570014,0,0.161130205573011,0.0383965716931923,2.44234704971313,1,85.4353790283203,563000,720,1,0,0,0,1,0
"France",1963,0,17.6828708648682,1.89476716518402,0.000316611219397219,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,1,0,6,8,0,0,5,5,4,5,5,10,0,0.668540120124817,3,1,1,0,0,25,88,0,0,4,0,0,0,0,0.00390625,0,2,0,1,0,1,0,0,0.964099228382111,1.87401640415192,10,10,1,0,0,0,0,0,0,0,0.0354528985917568,12.9205799102783,24.8985595703125,18.2328260238363,64.4804015151711,70.9658966064453,144,46,3.6196320054316,2.69442992354196,62.0844893306679,0,0.159851672418237,0.200714417116061,2.44234704971313,1,86.9223785400391,563000,705,1,0,0,0,1,0
"France",1964,0,17.6931495666504,1.95274388790131,0.000290333768311211,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,1,0,6,8,0,0,5,5,4,5,5,10,0,0.668540120124817,3,1,1,0,0,25,89,0,0,5,0,0,0,0,0.0009765625,0,2,0,1,0,1,0,0,0.964099228382111,1.91791784763336,10,10,1,0,0,0,0,0,0,0,0.0542894005775452,12.6817398071289,25.0059108734131,5.12090853048704,28.1372848740991,70.9658966064453,144,46,4.75351285934448,3.66908502578735,70.5006332397461,0,-0.130149722750645,-0.101788912097376,2.44234704971313,1,87.8203964233398,563000,636,1,0,0,0,1,0
"France",1965,0,17.7023792266846,1.98842215538025,0.000266237239420229,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,1,0,6,8,0,0,5,5,4,5,5,10,0,0.668540120124817,3,1,1,0,0,25,90,0,0,6,0,0,0,0,0.000244140625,0,2,0,1,0,1,0,0,0.964099228382111,1.94804811477661,10,10,1,0,0,0,0,0,0,0,0.0381547994911671,12.7231101989746,25.6229591369629,14.832531881699,15.541243990103,70.9658966064453,144,46,4.65073394775391,3.42510604858398,70.1584777832031,0,0.113862313444853,0.129896119265073,2.44234704971313,1,88.6348037719727,563000,620,1,0,0,0,1,0
"France",1966,0,17.71067237854,2.0340518951416,0.000244140625,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,1,0,6,8,0,0,5,5,4,5,5,10,0,0.725841104984283,3,1,1,0,0,25,91,0,0,7,0,0,0,0,6.103515625e-05,0,2,0,1,0,1,0,0,0.981028914451599,1.97784781455994,10,10,1,0,0,0,0,0,0,0,0.0434514991939068,13.3195199966431,25.7495002746582,4.53985368624642,21.8999996185303,71.5585021972656,134,56,4.24304294586182,3.24069309234619,70.5224761962891,0,0.0292958002537489,0.000858243904076517,2.44234704971313,1,89.3728408813477,563000,557,1,0,0,0,1,0
"France",1967,0,17.7184524536133,2.07266855239868,0.000223877940235515,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,1,0,6,8,0,0,5,5,4,5,5,10,0,0.725841104984283,3,1,1,0,0,25,92,0,0,8,0,0,0,0,1.52587890625e-05,0,2,0,1,0,1,0,0,0.981028914451599,2.00491690635681,10,10,1,0,0,0,0,0,0,0,0.0387681983411312,13.3790903091431,26.4759407043457,8.54145636488995,21.8999996185303,71.5585021972656,134,56,4.05154705047607,3.40526103973389,70.6637573242188,0,0.0291805993765593,0.000851507356856018,2.44234704971313,1,90.0708999633789,563000,523,1,0,0,0,1,0
"France",1968,0,17.7258319854736,2.10754299163818,0.000205296976380301,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,1,0,6,8,0,0,5,5,4,5,5,10,0,0.730813324451447,3,1,1,0,0,25,93,0,0,9,0,0,0,0,3.814697265625e-06,0,2,0,1,0,1,0,0,0.98367702960968,2.04726481437683,10,10,1,0,0,0,0,0,0,0,0.0349244996905327,13.23464012146,26.1884593963623,11.0211762301466,21.8999996185303,71.5585021972656,134,56,3.64464807510376,3.05383396148682,72.0271682739258,0,0.0269568990916014,0.000726674392353743,2.44234704971313,1,90.738037109375,563000,520,1,0,0,0,1,0
"France",1969,0,17.7338733673096,2.17110872268677,0.00018825815739843,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,1,0,6,8,0,0,5,5,4,5,5,10,0,0.730190098285675,3,1,1,0,0,25,94,0,0,10,1,0,0,0,9.5367431640625e-07,0,2,0,1,0,1,0,0,0.98333477973938,2.09913110733032,10,10,1,0,0,0,0,0,0,0,0.0613364987075329,13.26416015625,26.5713195800781,6.13563025985478,21.8999996185303,71.5585021972656,134,56,3.5181028842926,2.56767201423645,71.5744323730469,0,0.0282135996967554,0.000796007225289941,2.44234704971313,1,91.4706420898438,563000,505,1,0,0,0,1,0
"France",1970,0,17.7428550720215,2.21920347213745,0.000172633491500622,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.837940871715546,5,0,0,0,0,64,95,-1,2,0,1,0,3,3,1,0,2,0,1,0,1,0,0,0.981540501117706,2.14341425895691,10,10,1,0,0,0,0,0,0,0,0.0478557012975216,14.1072301864624,28.7395801544189,15.2456985063361,21.8999996185303,71.5585021972656,134,56,3.48741006851196,2.32956910133362,71.8591766357422,0,0.0302149001508951,0.000912940187845379,2.44234704971313,1,92.2959365844727,563000,503,0,1,0,0,1,0
"France",1971,0,17.7522449493408,2.25528383255005,0.00015830560969861,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.837940871715546,5,0,0,0,0,64,96,0,0,1,1,0,0,0,0.25,0,2,0,1,0,1,0,0,0.981540501117706,2.16365385055542,10,10,1,0,0,0,0,0,0,0,0.0380393005907536,15.8065500259399,31.0858306884766,-1.49332182408347,18.2000007629395,72.0077972412109,117,74,3.05445289611816,2.12049889564514,73.6582870483398,0,0.0313996002078056,0.000985934864729643,2.44234704971313,1,93.1666870117188,563000,506,0,1,0,0,1,0
"France",1972,0,17.7609882354736,2.28615069389343,0.000145166884155606,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.837940871715546,5,0,0,0,0,64,97,0,0,2,0,0,0,0,0.0625,0,2,0,1,0,1,0,0,0.981540501117706,2.20082640647888,10,10,1,0,0,0,0,0,1,1,0.0352195985615253,16.4233493804932,31.7609596252441,-0.0639807573979851,18.2000007629395,72.0077972412109,117,74,2.86993288993835,2.22794389724731,73.1943664550781,0,0.0331426002085209,0.00109843199606985,2.44234704971313,1,93.984733581543,563000,500,0,1,0,0,1,0
"France",1973,0,17.7690200805664,2.33369612693787,0.000133118619710114,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.837940871715546,5,0,0,0,0,64,98,0,0,3,0,0,0,0,0.015625,0,2,0,1,0,1,0,0,0.981540501117706,2.25480270385742,10,10,1,0,0,0,0,0,1,1,0.0459625981748104,16.7152690887451,32.391918182373,9.64429619420722,18.2000007629395,72.0077972412109,117,74,3.11790108680725,2.25697994232178,72.2499389648438,0,0.0355325005948544,0.00126255862414837,2.44234704971313,1,94.7427673339844,563000,500,0,1,0,0,1,0
"France",1974,0,17.775562286377,2.35232710838318,0.0001220703125,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.839640080928802,5,0,0,0,0,64,99,0,0,4,0,0,0,0,0.00390625,0,2,0,1,0,1,0,0,0.982437014579773,2.27447938919067,10,10,1,0,0,0,0,0,1,1,0.0243743006139994,17.5753993988037,34.2793388366699,12.223822644692,18.2000007629395,72.0077972412109,117,74,3.51425099372864,2.14001893997192,71.287483215332,0,0.0392512008547783,0.00154065678361803,2.44234704971313,1,95.3644790649414,563000,500,0,1,0,0,1,0
"France",1975,0,17.7801074981689,2.33185267448425,0.000111938970117758,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.843231379985809,5,0,0,0,0,64,100,0,0,5,0,0,0,0,0.0009765625,0,2,0,1,0,1,0,0,0.984404325485229,2.24435424804688,10,10,1,0,0,0,0,0,1,1,-0.0073067001067102,20.6938991546631,42.3909606933594,9.00067845044002,18.2000007629395,72.0077972412109,117,74,3.0964949131012,2.68766903877258,71.6535186767578,0,0.0454083010554314,0.00206191372126341,2.44234704971313,1,95.798942565918,563000,510,0,1,0,0,1,0
"France",1976,0,17.7840843200684,2.3749988079071,0.000102648488190151,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.843231379985809,5,0,0,0,0,64,101,0,0,6,0,0,0,0,0.000244140625,0,2,0,1,0,1,0,0,1.00463378429413,2.279052734375,10,10,1,0,0,0,0,0,1,1,0.0383002981543541,19.0613803863525,36.9275093078613,20.1541444869191,13.8000001907349,73.8000030517578,109,82,2.50163197517395,2.73288702964783,75.5299835205078,0,0.0357199013233185,0.0012759113451466,2.44234704971313,1,96.1806869506836,563000,502,0,1,0,0,1,0
"France",1977,0,17.7885341644287,2.40270185470581,9.41290786992151e-05,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.843231379985809,5,0,0,0,0,64,102,0,0,7,0,0,0,0,6.103515625e-05,0,2,0,1,0,1,0,0,1.00463378429413,2.29784488677979,10,10,1,0,0,0,0,0,1,1,0.0275915004312992,19.5791606903076,39.8923683166504,5.29233031374576,13.8000001907349,73.8000030517578,109,82,2.81884002685547,2.91104006767273,75.0755462646484,0,0.0374650992453098,0.00140363362152129,2.44234704971313,1,96.6097106933594,563000,510,0,1,0,0,1,0
"France",1978,0,17.7928714752197,2.42780709266663,8.6316745750311e-05,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.843231379985809,5,0,0,0,0,64,103,0,0,8,0,0,0,0,1.52587890625e-05,0,2,0,1,0,1,0,0,1.00463378429413,2.31759548187256,10,10,1,0,0,0,0,0,1,1,0.0290287993848324,20.4864101409912,40.8498611450195,-6.83077641368564,13.8000001907349,73.8000030517578,109,82,2.76654601097107,2.98686408996582,75.6727828979492,0,0.0377991981804371,0.00142877933103591,2.44234704971313,1,97.0296325683594,563000,502,0,1,0,0,1,0
"France",1979,0,17.7971706390381,2.45650720596313,7.91528048493048e-05,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.848382592201233,5,0,0,0,0,64,104,0,0,9,0,0,0,0,3.814697265625e-06,0,2,0,1,0,1,0,0,1.00475740432739,2.3457236289978,10,10,1,0,0,0,0,0,1,1,0.028685299679637,20.4098491668701,39.4885292053223,-0.219272608000871,13.8000001907349,73.8000030517578,109,82,2.64745497703552,2.67585301399231,75.7827529907227,0,0.0377503000199795,0.00142508512362838,2.44234704971313,1,97.4477386474609,563000,502,0,1,0,0,1,0
"France",1980,0,17.8022689819336,2.46436381340027,7.25834420778028e-05,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.848382592201233,5,0,0,0,0,64,105,0,0,10,0,0,0,0,9.5367431640625e-07,0,2,0,1,0,1,0,0,1.00475740432739,2.36665868759155,10,10,1,0,0,0,0,0,1,1,0.0109416004270315,21.2382202148438,41.8790512084961,5.34281359371659,13.8000001907349,73.8000030517578,109,82,2.59745097160339,3.56317496299744,75.418701171875,0,0.040702298283577,0.00165667710825801,2.44234704971313,1,97.9458312988281,563000,509,0,0,1,0,1,0
"France",1981,0,17.8078594207764,2.46351289749146,6.65593098550572e-05,10,1,3,0.272074013948441,0.0740242674946785,14,26,676,7,0.850000023841858,90,0.1858000010252,1,0.0549999997019768,0,1,8,8,0,1,5,5,4,8,8,10,0,0.848382592201233,5,0,0,0,0,64,106,0,0,11,0,0,0,0,2.38418579101562e-07,0,2,0,1,0,1,0,0,1.00475740432739,2.35526895523071,10,10,1,0,0,0,0,0,1,1,0.00654319999739528,21.5227394104004,44.2693099975586,9.01537671430901,10,74.5512008666992,111,84.5999984741211,2.41647601127625,4.04568576812744,73.2632904052734,0,0.0439530983567238,0.00193187489639968,2.44234704971313,1,98.4948196411133,563000,495,0,0,1,0,1,0
